STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,County,State,MUAP_counts
Minnesota,Jackson County,93.38571428571429,20.064285714285713,94.19285714285715,20.514285714285712,94.58333333333333,9.933333333333334,21.566666666666666,0.0,41.5,17.27,92.4,30.45,66.27000000000001,20.47,64.30714285714285,65.05714285714285,38.416666666666664,69.01,92.4,69.87,63.642857142857146,4.1571428571428575,1.1199999999999999,16.2,4.4399999999999995,7.6,4.13,4.007142857142857,27757.0,1643.0,1304.0,75.0,1675.0,114.0,219.0,104.0,68.0,0.0,2093.0,613.0,Jackson County,Minnesota,1.0
Mississippi,Jackson County,90.48181818181818,20.3,90.62727272727273,20.772727272727273,84.89,14.319999999999999,69.82222222222222,21.344444444444445,73.39,44.839999999999996,50.0,0.0,69.43333333333334,19.066666666666666,49.38181818181818,46.14545454545455,56.67777777777778,55.089999999999996,37.6,53.166666666666664,48.790909090909096,8.081818181818182,13.919999999999998,3.7125,1.3222222222222222,0.0,12.7,8.181818181818182,129712.0,17344.0,28659.0,5923.0,3971.0,730.0,516.0,7.0,153.0,22.0,4033.0,752.0,Jackson County,Mississippi,1.0
Missouri,Jackson County,89.57288135593221,33.96271186440678,90.54915254237288,34.58474576271186,88.8943396226415,25.31320754716981,82.97291666666666,30.9875,89.10799999999999,50.763999999999996,80.84,20.968000000000004,75.6470588235294,23.870588235294118,62.19491525423729,63.70925925925926,58.76458333333333,60.1078431372549,61.00714285714286,65.56078431372549,61.75254237288136,4.206779661016949,6.733962264150943,0.6641025641025641,4.540425531914893,1.9857142857142858,5.171428571428572,4.291525423728813,443062.0,43499.0,140576.0,21923.0,11312.0,1900.0,1954.0,907.0,2079.0,255.0,18617.0,9064.0,Jackson County,Missouri,49.0
North Carolina,Jackson County,89.72857142857143,39.614285714285714,89.83571428571429,39.771428571428565,97.0,37.24285714285714,73.84,14.580000000000002,86.11666666666667,20.650000000000002,,,61.279999999999994,14.35,50.07142857142857,67.27142857142857,33.48333333333333,42.38333333333333,0.0,75.28181818181818,50.15714285714286,3.585714285714286,7.228571428571429,13.920000000000002,7.06,,0.0,3.5642857142857145,39537.0,6087.0,924.0,73.0,459.0,55.0,4229.0,2489.0,0.0,0.0,551.0,894.0,Jackson County,North Carolina,5.0
Ohio,Jackson County,85.825,13.858333333333334,85.825,13.875,87.5125,5.5,95.15,27.425,62.7,7.0,100.0,0.0,79.28,21.68,47.60833333333333,24.466666666666665,76.975,78.0,0.0,35.2,47.833333333333336,8.333333333333334,31.74,0.0,0.0,,0.0,8.325,86937.0,5568.0,2432.0,229.0,403.0,66.0,113.0,0.0,4.0,0.0,180.0,104.0,Jackson County,Ohio,1.0
Oklahoma,Jackson County,90.45,19.5,91.39,20.32,97.85,34.625,77.025,13.8625,84.4,18.6,100.0,0.0,68.0375,2.5625,47.55,38.2,46.5875,24.75,0.0,55.22222222222222,45.8,5.069999999999999,1.3,0.0,6.3,100.0,3.2285714285714286,6.577777777777778,15693.0,1959.0,1348.0,279.0,330.0,0.0,298.0,81.0,0.0,17.0,1363.0,449.0,Jackson County,Oklahoma,1.0
Oregon,Jackson County,91.36111111111111,24.01111111111111,92.26111111111112,24.427777777777777,94.36666666666667,29.208333333333332,89.01333333333334,25.07333333333333,88.18666666666667,42.76,100.0,29.62857142857143,81.71333333333334,17.62,47.97222222222222,52.03076923076923,49.36,54.57333333333334,71.5125,58.18,47.27777777777778,6.455555555555556,5.62,8.0,8.692857142857143,0.0,3.9000000000000004,6.338888888888889,241265.0,17481.0,1480.0,259.0,3203.0,142.0,2487.0,99.0,565.0,273.0,4847.0,1074.0,Jackson County,Oregon,6.0
South Dakota,Jackson County,95.32857142857142,20.900000000000002,95.32857142857142,20.900000000000002,0.0,0.0,74.35714285714286,2.3999999999999995,100.0,100.0,,,0.0,0.0,49.05714285714286,15.0,44.142857142857146,50.0,,100.0,49.05714285714286,2.5714285714285716,0.0,11.257142857142856,0.0,,0.0,2.5714285714285716,2220.0,235.0,3.0,7.0,11.0,0.0,1827.0,828.0,0.0,0.0,1.0,32.0,Jackson County,South Dakota,3.0
Tennessee,Jackson County,85.38181818181819,16.645454545454545,85.78181818181818,16.78181818181818,77.10000000000001,8.342857142857143,66.62857142857142,3.442857142857143,75.95,45.75,,,67.53333333333333,6.466666666666668,49.6,37.614285714285714,30.0,47.6,,85.3,49.59090909090909,5.681818181818182,0.9,0.0,2.066666666666667,,0.0,5.718181818181818,82043.0,7615.0,1902.0,258.0,747.0,185.0,123.0,57.0,0.0,0.0,1236.0,438.0,Jackson County,Tennessee,1.0
Texas,Jackson County,77.27000000000001,12.84,84.17,17.46,79.28,20.16,100.0,0.0,94.46000000000001,47.67999999999999,0.0,0.0,24.9875,1.1375,57.11,44.7,45.56666666666666,57.36,0.0,43.3,54.71,3.55,8.925,0.0,0.0,100.0,0.0,3.9200000000000004,25853.0,5069.0,1422.0,289.0,1062.0,115.0,14.0,76.0,6.0,0.0,1873.0,540.0,Jackson County,Texas,1.0
West Virginia,Jackson County,89.11764705882354,16.241176470588236,89.04705882352941,16.064705882352943,100.0,50.0,100.0,50.0,60.0,37.339999999999996,,,,,44.60588235294117,39.45,0.0,56.160000000000004,,,44.77058823529412,5.564705882352942,0.0,,0.0,,,5.194117647058824,34356.0,2426.0,35.0,56.0,130.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,Jackson County,West Virginia,1.0
Wisconsin,Jackson County,91.39333333333335,17.08,91.67333333333333,17.10666666666667,78.95714285714287,17.900000000000002,87.38333333333333,15.558333333333332,97.7625,24.3125,33.3,0.0,65.48461538461538,14.830769230769231,62.26,42.975,46.324999999999996,64.2625,83.35,48.9076923076923,62.46666666666667,3.48,14.285714285714286,9.6,0.0,16.65,0.34444444444444444,3.4466666666666668,47125.0,2832.0,285.0,15.0,230.0,156.0,1009.0,222.0,8.0,4.0,536.0,246.0,Jackson County,Wisconsin,4.0
Louisiana,Jackson Parish,86.53,19.04,86.65,19.119999999999997,83.87,19.71,45.1,0.0,99.13333333333333,8.799999999999999,100.0,0.0,39.36,23.9,48.410000000000004,49.2,40.36,54.65,0.0,52.925,48.63,3.8200000000000003,4.4799999999999995,0.0,0.0,,16.666666666666668,3.79,40915.0,2332.0,15156.0,1108.0,733.0,43.0,139.0,135.0,35.0,0.0,711.0,125.0,Jackson Parish,Louisiana,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaluit,Marshall Islands,1.0
Virginia,James City County,95.64999999999999,46.275,95.825,46.425,85.925,21.55,66.9,61.9,81.15,50.4,100.0,0.0,65.5,8.85,56.725,56.1,78.1,58.975,50.0,28.275,56.575,4.275,4.5,0.0,4.375,0.0,1.7,4.325,79758.0,3037.0,12816.0,1201.0,3196.0,156.0,52.0,43.0,15.0,0.0,965.0,289.0,James City County,Virginia,7.0
Georgia,Jasper County,88.05714285714285,18.7,88.35714285714286,18.785714285714285,78.85714285714286,8.8,100.0,0.0,73.46000000000001,34.4,,,67.18333333333334,14.333333333333334,50.857142857142854,49.957142857142856,50.0,61.46,,80.2,50.41428571428571,4.057142857142857,3.957142857142857,0.0,0.0,,3.185714285714286,4.114285714285715,44746.0,6346.0,17765.0,3231.0,526.0,14.0,9.0,0.0,0.0,0.0,911.0,1286.0,Jasper County,Georgia,1.0
Illinois,Jasper County,91.325,18.2375,91.31875,18.2625,75.38,4.62,100.0,50.0,80.0,45.5,,,75.0,21.425,62.39375,39.28333333333333,33.325,54.76666666666667,100.0,50.480000000000004,62.4,5.1375,40.0,25.0,0.0,0.0,31.675,5.1375,25089.0,1412.0,107.0,0.0,100.0,3.0,10.0,0.0,3.0,0.0,80.0,12.0,Jasper County,Illinois,4.0
Indiana,Jasper County,89.4,13.63846153846154,89.76153846153846,13.823076923076922,87.03999999999999,30.759999999999998,60.0,0.0,80.0,22.96,100.0,100.0,52.11818181818182,7.909090909090909,57.79230769230769,37.14,66.66666666666667,70.02000000000001,100.0,68.54545454545455,57.776923076923076,4.846153846153846,25.0,0.0,11.120000000000001,0.0,3.5727272727272723,4.6923076923076925,50224.0,2827.0,314.0,41.0,174.0,22.0,17.0,2.0,13.0,0.0,1557.0,723.0,,,
Iowa,Jasper County,95.61818181818181,22.522727272727273,95.65,22.481818181818184,87.63,19.99,99.0,0.0,79.37777777777778,28.033333333333335,,,75.96363636363637,47.872727272727275,67.16363636363636,52.92999999999999,41.666666666666664,83.2,,47.875,67.0,3.209090909090909,12.5875,0.0,0.0,,0.0,3.2545454545454544,55609.0,1586.0,510.0,172.0,614.0,27.0,40.0,0.0,0.0,0.0,347.0,52.0,,,
Mississippi,Jasper County,89.325,17.98125,89.325,17.81875,79.7125,12.6875,66.66666666666667,0.0,98.81666666666666,48.81666666666666,100.0,0.0,60.05,0.0,54.2375,44.79375,32.9,76.35000000000001,100.0,68.775,54.1875,2.2125,6.6875,0.0,0.0,0.0,0.0,2.2375000000000003,34213.0,4246.0,17752.0,2391.0,65.0,6.0,154.0,70.0,41.0,0.0,176.0,353.0,Jasper County,Mississippi,1.0
Missouri,Jasper County,87.75,18.009999999999998,88.13,18.215,93.9375,33.4125,90.1125,11.775,86.51111111111112,48.833333333333336,47.73333333333333,0.0,81.05384615384615,28.676923076923078,59.825,56.01111111111111,60.12352941176471,50.53333333333333,61.75,73.25384615384615,59.825,4.08,5.65,6.029411764705882,0.39999999999999997,0.0,5.236363636363636,3.95,111286.0,16092.0,1774.0,779.0,1641.0,221.0,1406.0,467.0,162.0,155.0,1916.0,473.0,Jasper County,Missouri,1.0
South Carolina,Jasper County,91.46666666666667,24.466666666666665,92.05555555555556,24.822222222222223,88.45555555555556,13.755555555555555,82.8,0.0,73.35,11.725,100.0,42.9,61.628571428571426,4.414285714285714,52.52222222222222,47.37777777777777,82.1,61.5,100.0,64.15714285714286,52.27777777777778,5.077777777777778,15.644444444444446,0.0,0.0,0.0,15.299999999999999,5.144444444444444,31870.0,1969.0,15052.0,2105.0,686.0,92.0,14.0,55.0,57.0,0.0,1357.0,784.0,Jasper County,South Carolina,1.0
Texas,Jasper County,87.26,13.080000000000002,87.53,13.11,86.9,8.7875,75.42,16.52,64.52857142857142,21.2,100.0,100.0,67.88,4.44,51.55,43.8875,22.21666666666667,54.67142857142857,100.0,58.54,51.6,8.55,20.125,20.099999999999998,0.0,0.0,11.459999999999999,8.559999999999999,62195.0,13977.0,6094.0,1198.0,491.0,172.0,245.0,15.0,49.0,0.0,871.0,540.0,Jasper County,Texas,2.0
Indiana,Jay County,86.41818181818182,9.518181818181818,86.36363636363636,9.572727272727274,84.34,20.0,100.0,93.6,75.0,17.8,100.0,0.0,56.78333333333333,13.566666666666668,56.16363636363636,26.52,50.0,70.3,0.0,44.38333333333333,57.71818181818182,6.2272727272727275,33.333333333333336,0.0,0.0,,2.46,3.7,32925.0,4815.0,57.0,30.0,122.0,44.0,14.0,34.0,0.0,1.0,433.0,212.0,Jay County,Indiana,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayuya Municipio,Puerto Rico,1.0
Georgia,Jeff Davis County,82.78,14.280000000000001,83.52000000000001,14.48,76.2,5.34,0.0,0.0,66.66666666666667,29.833333333333332,,,46.075,0.0,49.38,33.86,55.6,45.4,,62.875,49.019999999999996,3.0,5.26,0.0,0.0,,2.775,3.12,26831.0,5043.0,5931.0,1054.0,132.0,19.0,15.0,4.0,0.0,0.0,884.0,684.0,Jeff Davis County,Georgia,1.0
Texas,Jeff Davis County,95.35,35.650000000000006,96.9,47.4,100.0,0.0,,,,,,,100.0,34.3,58.55,0.0,,,,28.6,52.15,0.0,,,,,0.0,0.0,1420.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,Jeff Davis County,Texas,1.0
Alabama,Jefferson County,89.17903225806452,30.656451612903226,89.6467741935484,30.896774193548385,88.19032258064516,21.887096774193548,75.2342857142857,15.88857142857143,89.60263157894737,49.77894736842105,90.9090909090909,39.67272727272727,70.24186046511628,20.11627906976744,50.4421875,51.34285714285714,40.321621621621624,63.28048780487805,63.31428571428571,68.34444444444445,49.840625,6.637096774193548,10.101612903225806,6.803999999999999,6.094736842105263,0.0,3.0309523809523813,6.762903225806451,439486.0,29172.0,266511.0,31919.0,12932.0,1317.0,1079.0,224.0,193.0,28.0,8750.0,4842.0,Jefferson County,Alabama,202.0
Arkansas,Jefferson County,91.67368421052632,14.652631578947368,92.47894736842105,14.836842105263157,80.16666666666667,13.227777777777778,72.83333333333333,9.666666666666666,88.82857142857142,25.37142857142857,100.0,47.93333333333334,71.46000000000001,8.3,47.41052631578947,38.06111111111111,7.855555555555556,55.01428571428572,83.60000000000001,53.55,47.242105263157896,3.884210526315789,9.74705882352941,25.0,0.0,0.0,6.666666666666667,3.905263157894737,52257.0,2778.0,39629.0,2816.0,634.0,13.0,175.0,37.0,255.0,0.0,794.0,452.0,Jefferson County,Arkansas,55.0
Colorado,Jefferson County,96.48857142857143,50.84571428571428,97.67714285714285,53.16571428571429,91.41379310344827,35.07241379310345,88.67333333333333,37.38333333333333,91.58666666666666,58.440000000000005,89.04666666666667,47.733333333333334,82.47419354838709,26.387096774193548,66.46571428571428,63.306896551724144,67.11,66.81666666666666,87.8,66.2258064516129,66.47428571428571,4.397142857142858,5.87037037037037,5.0103448275862075,3.356666666666667,2.59375,4.609677419354839,4.308571428571429,651949.0,34936.0,10309.0,879.0,25633.0,1468.0,4801.0,487.0,484.0,68.0,21325.0,3386.0,Jefferson County,Colorado,10.0
Florida,Jefferson County,91.06,27.22,91.6,27.72,82.3,15.120000000000001,100.0,31.725,87.23333333333333,37.46666666666667,,,77.2,37.06666666666667,52.14,44.5,30.775,64.5,,60.76666666666667,51.779999999999994,2.8600000000000003,12.9,20.0,1.3333333333333333,,0.0,2.88,35850.0,2124.0,7532.0,1180.0,1347.0,125.0,31.0,0.0,0.0,0.0,375.0,141.0,Jefferson County,Florida,2.0
Georgia,Jefferson County,80.61111111111111,13.866666666666667,82.16666666666667,14.277777777777779,77.33333333333333,8.166666666666666,100.0,33.333333333333336,66.66666666666667,33.333333333333336,,,27.639999999999997,7.640000000000001,52.54444444444445,53.855555555555554,51.5,66.66666666666667,,56.9,52.48888888888889,2.011111111111111,8.866666666666667,0.0,0.0,,0.0,2.088888888888889,8391.0,1415.0,7961.0,1305.0,52.0,27.0,15.0,3.0,0.0,0.0,249.0,179.0,Jefferson County,Georgia,2.0
Idaho,Jefferson County,90.98181818181818,21.654545454545453,94.84545454545454,23.454545454545453,97.53333333333335,10.700000000000001,68.8,21.7,99.325,29.625,100.0,0.0,55.77272727272727,4.390909090909091,61.72727272727273,40.76666666666667,83.03333333333333,79.5,0.0,71.86363636363636,60.9,2.709090909090909,0.0,4.183333333333334,0.0,100.0,1.9454545454545453,1.9909090909090907,83292.0,7424.0,372.0,43.0,534.0,41.0,545.0,211.0,146.0,0.0,4952.0,1587.0,Jefferson County,Idaho,2.0
Illinois,Jefferson County,89.63,17.134999999999998,89.815,17.1,86.67142857142858,16.228571428571428,77.77777777777777,18.522222222222222,92.3625,53.5875,100.0,0.0,73.22857142857143,33.142857142857146,55.725,58.1125,28.88888888888889,63.85,100.0,81.425,55.815,5.1850000000000005,7.816666666666666,25.0,6.128571428571428,0.0,3.9125,4.925,51107.0,3396.0,3094.0,442.0,569.0,114.0,76.0,0.0,8.0,0.0,191.0,68.0,Jefferson County,Illinois,12.0
Indiana,Jefferson County,87.52727272727272,12.563636363636363,87.55454545454545,12.609090909090908,78.22,4.4399999999999995,78.7,10.416666666666666,100.0,15.525,,,94.56666666666666,14.966666666666667,56.95454545454545,10.120000000000001,32.78333333333333,73.72,0.0,39.03333333333333,56.88181818181818,4.536363636363636,24.35,10.9,0.0,,0.0,4.554545454545455,51200.0,3941.0,495.0,11.0,336.0,22.0,188.0,28.0,67.0,0.0,436.0,0.0,Jefferson County,Indiana,3.0
Iowa,Jefferson County,92.04375,21.287499999999998,92.075,21.45,92.4,57.725,75.0,0.0,90.82000000000001,42.839999999999996,0.0,0.0,70.625,25.4125,51.575,56.95,25.0,60.31666666666666,50.0,55.422222222222224,51.55625,8.04,2.125,0.0,0.31666666666666665,0.0,0.0,7.1866666666666665,29360.0,1249.0,1202.0,99.0,1343.0,113.0,50.0,0.0,1.0,3.0,340.0,61.0,Jefferson County,Iowa,4.0
Kansas,Jefferson County,95.56666666666666,24.966666666666665,95.68666666666667,25.166666666666668,86.62222222222222,23.166666666666668,86.80909090909091,21.081818181818182,97.975,53.1625,,,80.03,24.490000000000002,63.74666666666667,51.91111111111111,35.654545454545456,54.2,13.6,63.76363636363636,63.62,3.6533333333333338,2.9875,3.685714285714286,0.09999999999999999,0.0,9.090909090909092,3.6866666666666665,69624.0,4904.0,2063.0,261.0,1810.0,131.0,576.0,318.0,22.0,0.0,435.0,429.0,Jefferson County,Kansas,4.0
Kentucky,Jefferson County,91.36341463414634,36.797560975609755,91.75853658536585,36.84878048780487,91.16388888888889,30.275000000000002,91.66551724137932,22.948275862068964,85.19411764705882,54.120588235294115,84.2625,12.5,82.94444444444444,34.452777777777776,58.53170731707318,65.4108108108108,62.8,67.92500000000001,75.05882352941177,75.07777777777778,58.1390243902439,5.251219512195123,6.855555555555556,6.32962962962963,1.6472222222222221,0.0,4.972222222222222,5.229268292682927,575263.0,26057.0,160908.0,9953.0,23256.0,1277.0,810.0,95.0,357.0,40.0,8289.0,2136.0,Jefferson County,Kentucky,77.0
Mississippi,Jefferson County,87.71428571428571,16.1,87.5,16.385714285714286,74.51428571428572,16.82857142857143,63.35,0.0,90.25,24.8,,,37.53333333333333,0.0,30.37142857142857,38.214285714285715,26.65,80.9,,28.0,30.585714285714285,3.5833333333333335,6.271428571428571,50.0,0.0,,0.0,1.9333333333333333,12636.0,2153.0,20717.0,3658.0,134.0,73.0,13.0,20.0,0.0,0.0,683.0,0.0,Jefferson County,Mississippi,1.0
Missouri,Jefferson County,89.54,19.312,89.67200000000001,19.344,91.13125,9.75625,96.56923076923077,22.161538461538463,87.36666666666666,43.24,50.0,30.0,86.84166666666665,24.541666666666668,61.792,47.925,60.80769230769231,74.44666666666667,50.0,52.300000000000004,61.775999999999996,4.295999999999999,5.713333333333334,7.816666666666666,0.7714285714285714,0.0,7.6923076923076925,4.336,252545.0,19439.0,2531.0,225.0,2452.0,153.0,331.0,21.0,27.0,15.0,1114.0,40.0,Jefferson County,Missouri,1.0
Montana,Jefferson County,93.61,32.6,94.0,32.980000000000004,93.475,51.9,74.55714285714285,4.642857142857143,65.71666666666667,29.466666666666665,100.0,0.0,74.03999999999999,20.9,57.989999999999995,43.5,46.84285714285714,35.699999999999996,72.7,44.760000000000005,58.089999999999996,2.65,0.0,20.271428571428572,0.0,0.0,7.425,2.7,77375.0,4442.0,355.0,0.0,421.0,86.0,1119.0,127.0,8.0,0.0,419.0,124.0,,,
Nebraska,Jefferson County,93.27857142857144,17.014285714285712,93.45,16.97142857142857,87.43333333333334,0.0,50.0,0.0,74.7,35.4,,,66.66666666666667,0.0,56.971428571428575,71.63333333333333,50.0,34.44,,41.233333333333334,56.94285714285714,2.1142857142857143,0.0,0.0,0.0,,0.0,2.142857142857143,22055.0,1767.0,156.0,6.0,105.0,46.0,41.0,0.0,0.0,0.0,83.0,23.0,Jefferson County,Nebraska,2.0
New York,Jefferson County,93.05227272727274,25.35909090909091,93.02045454545454,25.575,82.28636363636363,20.80909090909091,86.31,24.255000000000003,93.16818181818181,42.46818181818182,100.0,10.9,70.4388888888889,17.727777777777778,47.122727272727275,41.12916666666667,54.24761904761905,54.60833333333333,11.766666666666666,33.605000000000004,47.26363636363636,6.2,6.516666666666667,5.882352941176471,12.931818181818182,0.0,7.542857142857143,6.2372093023255815,102360.0,5634.0,4130.0,162.0,1429.0,145.0,234.0,1.0,138.0,23.0,1421.0,168.0,Jefferson County,New York,14.0
Ohio,Jefferson County,91.45833333333333,12.845833333333333,91.45,12.854166666666666,96.23333333333333,10.226666666666667,75.0,0.0,94.275,62.925,,,78.16666666666667,22.21666666666667,51.89166666666667,47.77333333333333,75.0,61.65,,46.1,51.775,5.816666666666666,8.983333333333334,0.0,3.6500000000000004,,24.25,5.833333333333333,66834.0,4155.0,3851.0,184.0,298.0,99.0,17.0,0.0,0.0,0.0,296.0,40.0,Jefferson County,Ohio,6.0
Oklahoma,Jefferson County,86.16250000000001,12.95,87.0,13.3625,87.5,15.625,86.68571428571428,14.0,100.0,33.333333333333336,,,48.449999999999996,0.0,44.6125,49.2,50.457142857142856,87.5,,71.41666666666667,43.075,5.3125,0.0,8.366666666666665,0.0,,2.3833333333333333,5.375,7881.0,1212.0,117.0,6.0,32.0,1.0,360.0,147.0,0.0,0.0,75.0,21.0,Jefferson County,Oklahoma,1.0
Oregon,Jefferson County,94.22857142857143,31.928571428571427,94.54285714285713,32.45714285714286,90.06666666666666,23.900000000000002,95.24,15.84,99.425,17.05,100.0,0.0,68.78,19.28,42.714285714285715,25.7,41.64,45.725,100.0,64.66,41.4,4.3,0.0,29.54,0.0,0.0,17.240000000000002,4.728571428571429,23657.0,1854.0,79.0,12.0,96.0,21.0,3477.0,527.0,7.0,0.0,1298.0,427.0,Jefferson County,Oregon,1.0
Pennsylvania,Jefferson County,92.121875,14.609375,92.159375,14.3875,51.98,8.74,71.0,21.0,66.89999999999999,40.6,100.0,0.0,82.5,13.6375,53.565625000000004,43.425000000000004,51.0,39.285714285714285,0.0,48.63,53.625,3.8375,7.93,20.0,8.0,,15.357142857142858,3.878125,72886.0,5119.0,414.0,11.0,230.0,47.0,48.0,1.0,1.0,0.0,175.0,12.0,Jefferson County,Pennsylvania,23.0
Tennessee,Jefferson County,85.96000000000001,16.96,86.42,17.080000000000002,75.74444444444445,13.488888888888887,71.85,25.0,86.53333333333333,56.65555555555555,66.66666666666667,33.333333333333336,77.55,4.3,54.46,43.52222222222222,40.2,77.62222222222222,61.575,41.175,54.08,5.3100000000000005,14.5625,0.0,2.0555555555555554,25.0,3.9,5.35,119455.0,14804.0,2405.0,326.0,854.0,154.0,377.0,0.0,230.0,58.0,1271.0,313.0,Jefferson County,Tennessee,6.0
Texas,Jefferson County,86.75555555555555,22.15,92.47222222222223,25.03333333333333,89.17058823529412,18.78235294117647,88.66363636363636,38.872727272727275,67.55,36.84285714285714,85.71428571428571,28.571428571428573,69.65333333333334,12.680000000000001,54.11666666666667,54.94705882352941,60.85833333333333,55.54,83.47142857142856,64.78,53.18888888888889,5.161111111111111,5.34375,0.0,19.220000000000002,0.0,4.6866666666666665,5.877777777777777,104578.0,23139.0,66067.0,14402.0,6911.0,2754.0,434.0,387.0,41.0,95.0,5118.0,5338.0,Jefferson County,Texas,100.0
