hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
357,6,0,0,0,0,0,0,0,0,0,0,50223
2891,56,37,0,66,0,0,0,0,0,15,0,50225
6579,372,11,0,0,0,0,0,0,0,0,0,50226
103,0,0,0,0,0,0,0,0,0,0,0,50227
2611,30,12,0,2,0,0,0,0,0,0,0,50228
1334,8,3,0,4,0,0,0,8,0,1,3,50229
784,44,0,0,3,0,15,0,0,0,14,0,50230
151,2,0,0,3,0,0,0,0,0,1,0,50231
626,16,0,0,0,0,0,0,0,0,6,0,50232
1340,98,9,0,0,0,0,0,0,0,0,0,50233
458,14,0,0,0,0,7,0,0,0,0,0,50234
328,29,6,0,13,0,0,0,0,0,4,0,50235
1660,25,0,0,3,0,0,0,0,0,7,0,50236
2853,56,0,0,16,0,4,0,0,0,15,0,50237
1110,30,0,0,3,0,0,0,0,0,0,0,50238
107,14,0,0,11,0,0,0,0,0,0,0,50239
2098,100,0,0,0,0,0,0,0,0,57,0,50240
120,7,0,0,0,0,4,0,0,0,0,0,50241
462,14,1,0,0,0,0,0,0,0,0,0,50242
364,13,0,0,0,0,2,0,0,0,0,2,50243
1757,58,9,0,6,0,0,0,0,0,11,0,50244
630,39,0,0,0,5,1,0,0,0,7,0,50246
2205,40,0,0,0,0,0,0,0,0,83,0,50247
3764,47,0,0,0,0,8,0,0,0,0,0,50248
1232,43,44,0,0,0,0,0,0,0,25,0,50249
2280,79,0,0,6,0,0,0,0,0,9,0,50250
1421,27,0,0,3,0,0,0,0,0,4,0,50251
217,10,7,7,0,0,0,0,0,0,3,0,50252
235,34,0,0,0,0,0,0,0,0,0,0,50254
56,0,0,0,0,0,0,0,0,0,0,0,50255
495,0,0,0,0,0,0,0,0,0,0,0,50256
1003,115,6,0,0,0,0,0,0,0,0,0,50257
775,47,0,0,1,0,0,0,0,0,0,0,50258
2580,223,25,0,16,0,3,0,0,0,0,0,50261
169,3,0,0,0,0,0,0,0,0,0,0,50262
20368,977,747,121,1491,135,0,0,29,0,256,28,50263
457,2,0,0,0,0,0,0,0,0,15,0,50264
25853,744,1541,256,1785,0,11,0,25,0,492,166,50265
28197,873,1147,52,2393,48,27,0,0,0,344,75,50266
989,64,16,0,0,0,0,0,0,0,10,0,50268
109,8,0,0,8,0,0,0,0,0,0,0,50269
594,4,0,0,0,0,1,0,0,0,0,0,50271
119,7,0,0,0,1,0,0,0,0,2,0,50272
8189,139,151,0,21,0,0,12,0,0,0,0,50273
132,0,0,0,0,0,0,0,0,0,0,0,50274
409,2,0,0,1,5,0,1,0,0,0,0,50275
1903,51,7,0,7,0,0,0,0,0,0,0,50276
461,15,0,0,0,0,5,0,0,0,0,0,50277
694,23,15,0,7,0,0,0,0,0,2,0,50278
6520,60,706,318,516,0,0,0,0,0,13,91,50309
20776,767,4125,227,3434,265,16,0,3,0,552,151,50310
11014,490,1721,31,925,30,15,6,0,0,357,7,50311
12730,272,439,10,782,22,76,0,0,0,201,27,50312
11642,780,1657,161,757,13,50,0,0,0,723,218,50313
3201,469,3670,267,867,78,31,0,0,0,377,171,50314
25811,1415,2810,217,1100,52,53,20,3,2,1205,252,50315
9163,991,2194,244,866,107,126,16,0,7,614,313,50316
25225,1199,2979,139,752,36,42,24,4,1,1984,498,50317
0,0,0,0,0,0,0,0,0,0,0,0,50319
14977,892,1782,40,3179,142,149,0,35,0,750,66,50320
6023,203,969,0,140,0,29,0,0,0,6,0,50321
25380,942,1740,212,1307,305,91,6,13,0,412,83,50322
13971,849,191,0,785,27,10,0,0,0,29,3,50323
4285,48,279,0,316,0,30,5,0,0,154,0,50324
14779,100,786,158,882,261,21,0,0,0,317,373,50325
10478,339,501,0,381,76,16,0,0,0,57,15,50327
24777,1151,689,44,216,0,87,0,87,33,74,63,50401
361,21,0,0,0,0,0,0,0,0,0,2,50420
2430,141,16,0,0,0,6,0,0,0,39,7,50421
2199,47,7,0,18,0,0,0,0,0,37,34,50423
1429,41,0,0,4,5,0,0,0,0,0,0,50424
67,1,1,0,0,0,0,0,0,0,0,0,50426
90,47,0,0,0,0,0,0,0,0,0,0,50427
8075,334,36,0,319,0,6,0,2,0,90,0,50428
311,8,0,0,0,0,0,0,0,0,2,0,50430
162,2,0,0,0,0,0,0,0,0,0,0,50431
248,8,2,0,0,0,0,0,0,0,0,0,50432
178,0,0,0,0,0,0,0,0,0,0,0,50433
441,5,0,0,0,0,1,1,0,0,0,0,50434
644,16,0,0,0,0,0,0,3,0,0,0,50435
5040,126,61,10,340,0,9,0,0,0,44,14,50436
3617,159,67,7,0,0,0,0,0,0,21,0,50438
326,7,0,0,0,0,0,0,0,0,0,0,50439
324,12,0,2,0,0,0,0,0,0,0,0,50440
4280,406,0,0,3,0,10,0,0,0,122,18,50441
327,6,0,0,0,0,0,0,0,0,0,0,50444
494,17,0,0,0,0,0,0,0,0,1,0,50446
1080,84,0,0,5,0,0,0,0,0,0,0,50447
600,2,18,0,0,0,1,0,0,0,3,0,50448
855,24,0,0,0,0,0,0,0,0,0,0,50449
2594,58,0,0,3,0,0,0,0,0,5,4,50450
367,15,0,0,0,0,0,0,0,0,8,0,50451
744,26,53,0,0,0,2,0,0,0,8,4,50452
495,9,4,0,0,0,2,0,0,0,0,0,50453
82,0,0,0,0,0,0,0,0,0,0,0,50454
311,48,0,0,0,0,0,0,0,0,0,0,50455
1474,100,37,0,5,0,0,0,0,0,0,0,50456
378,10,0,0,0,0,0,0,0,0,4,1,50457
2162,20,0,0,0,0,0,0,0,0,0,0,50458
2625,257,20,0,18,4,0,0,0,0,12,0,50459
452,261,0,0,0,0,0,0,0,0,0,0,50460
4482,258,51,0,76,0,9,0,0,0,7,42,50461
498,1,3,0,1,0,1,0,0,0,0,0,50464
180,5,0,2,0,0,0,0,0,0,0,0,50465
1629,271,0,0,0,0,0,0,7,0,29,1,50466
95,8,0,0,0,0,0,0,0,0,0,0,50467
1452,40,0,0,0,0,14,0,0,0,3,0,50468
1541,40,0,0,0,0,0,0,0,0,8,0,50469
207,3,0,0,7,0,0,0,0,0,0,0,50470
661,9,0,0,2,0,0,0,0,0,0,0,50471
2241,157,0,0,10,1,0,0,0,0,2,0,50472
166,4,0,0,0,0,0,0,0,0,1,0,50473
1383,31,0,0,0,0,0,0,0,0,33,0,50475
683,17,0,0,2,0,0,0,0,0,0,0,50476
198,17,0,0,0,0,0,0,0,0,0,0,50477
688,22,0,0,0,0,6,0,0,0,2,0,50478
694,7,0,0,1,1,0,0,0,0,6,0,50479
857,3,4,0,0,0,0,0,0,0,0,0,50480
664,8,0,0,0,0,0,0,0,0,0,0,50482
721,35,0,0,2,0,2,0,0,0,0,1,50483
280,8,0,0,0,0,0,0,0,0,0,0,50484
21704,1444,770,136,367,0,26,28,0,0,586,82,50501
847,47,5,0,3,0,0,0,0,0,0,24,50510
6026,265,45,0,71,0,0,0,0,0,187,43,50511
987,31,0,0,2,0,0,0,0,0,0,0,50514
162,49,47,0,0,0,0,0,0,0,0,0,50515
679,20,0,2,5,0,0,0,0,0,0,0,50516
765,74,19,0,2,0,0,0,0,0,2,0,50517
334,6,0,0,0,0,0,0,0,0,0,0,50518
536,17,0,0,0,0,0,0,0,0,17,10,50519
138,2,13,0,0,0,0,0,0,0,5,1,50520
13,0,0,0,0,0,0,0,0,0,0,0,50521
862,25,0,0,2,0,4,0,0,4,0,0,50522
620,10,0,0,1,0,0,0,0,0,5,0,50523
496,18,3,0,0,0,0,0,0,0,0,0,50524
2854,132,0,0,21,0,0,0,0,0,117,9,50525
102,4,0,0,0,0,0,0,0,0,0,0,50527
275,36,0,0,0,0,0,0,0,0,0,0,50528
799,58,3,0,0,0,0,0,70,0,12,0,50529
1133,49,6,0,0,0,0,0,0,0,0,0,50530
232,0,0,0,0,0,0,0,0,0,0,0,50531
767,8,10,0,14,0,0,0,0,0,0,0,50532
3164,81,0,0,0,0,0,0,0,0,268,76,50533
917,17,19,0,0,0,0,0,0,0,28,0,50535
3958,101,1,0,41,0,0,0,0,0,0,0,50536
441,75,36,0,0,0,0,0,0,0,0,0,50538
431,11,10,0,0,0,0,0,0,0,0,0,50539
947,63,0,0,0,0,5,0,25,37,70,0,50540
881,32,5,0,0,0,1,0,0,0,12,27,50541
868,45,0,0,0,0,1,0,0,0,5,0,50542
1110,32,0,0,11,0,0,0,0,0,19,0,50543
436,88,0,0,0,0,0,0,0,0,2,0,50544
149,0,0,0,0,0,0,0,0,0,0,0,50545
314,12,0,0,0,0,0,0,0,0,0,0,50546
5065,253,1,0,31,30,0,0,0,0,0,0,50548
45,0,0,0,0,0,0,0,0,0,0,0,50551
69,4,0,0,0,0,0,0,0,0,0,0,50552
1570,39,0,0,6,0,0,0,0,0,0,0,50554
100,0,0,0,7,0,0,0,0,0,0,0,50556
750,12,0,0,0,0,0,0,0,0,0,0,50557
704,17,0,8,0,0,0,0,0,0,0,0,50558
276,0,4,0,0,0,0,0,0,0,0,0,50559
666,10,22,0,0,0,1,0,0,0,3,0,50560
567,11,6,0,0,0,0,0,0,0,0,0,50561
365,11,0,12,0,0,0,0,0,0,0,0,50562
2282,89,11,0,9,2,0,0,0,0,0,0,50563
339,10,0,0,0,0,0,0,0,0,6,0,50565
422,20,2,0,0,0,0,0,0,0,0,0,50566
191,4,0,0,11,0,0,0,0,0,0,0,50567
1398,33,0,0,2,0,0,0,3,3,81,0,50568
573,46,4,0,0,0,0,0,0,0,6,0,50569
148,2,0,0,0,0,0,0,0,0,0,0,50570
224,3,0,0,0,0,0,0,0,0,14,4,50571
60,8,0,0,0,0,0,0,0,0,0,0,50573
1870,102,0,0,37,0,0,0,0,0,8,0,50574
571,27,0,0,0,0,2,0,0,0,0,0,50575
189,14,0,0,0,0,0,0,0,0,26,2,50576
320,9,4,0,0,0,10,0,0,0,2,0,50577
605,23,5,0,0,0,0,0,0,0,4,0,50578
2414,74,11,0,19,0,0,0,0,0,28,0,50579
665,59,0,0,0,0,0,3,0,0,0,0,50581
176,2,0,0,0,0,0,0,0,0,0,0,50582
2075,150,0,0,44,15,0,0,0,0,7,0,50583
1047,15,0,0,0,0,1,0,0,0,59,10,50585
195,13,0,0,3,0,0,0,0,0,0,0,50586
7305,401,305,154,1703,77,32,0,370,44,1293,142,50588
734,56,4,0,0,0,11,0,0,0,26,16,50590
234,23,0,0,6,0,0,0,0,0,4,0,50591
43,6,0,0,92,0,0,0,0,0,0,0,50592
30,2,0,0,0,0,0,0,0,0,0,0,50593
175,0,0,0,0,0,0,0,0,0,22,0,50594
7210,350,139,12,156,64,3,0,125,0,118,0,50595
1042,104,10,0,0,0,0,0,0,0,33,11,50597
842,19,0,0,0,0,0,0,2,0,0,0,50598
444,7,0,0,0,0,13,0,0,0,0,0,50599
2119,136,0,0,12,10,0,8,0,0,59,6,50601
1243,84,0,0,0,0,0,0,0,0,0,0,50602
314,28,0,0,0,0,0,0,0,0,0,0,50603
1520,41,1,0,5,0,0,0,0,0,0,0,50604
137,2,0,0,0,0,0,0,0,0,0,0,50605
808,27,0,0,3,0,0,0,0,0,0,5,50606
404,2,0,0,0,0,0,0,0,0,5,3,50607
43,0,0,0,0,0,0,0,0,0,0,0,50608
345,16,0,0,0,0,0,0,0,0,0,0,50609
363,1,0,0,0,0,0,0,0,0,0,0,50611
358,0,0,0,0,0,7,0,0,0,0,0,50612
38897,1119,473,35,1516,130,102,5,20,0,42,0,50613
7928,519,147,0,231,0,0,0,7,0,30,6,50616
1917,45,5,5,4,0,0,0,0,0,0,11,50619
54,1,0,0,0,0,0,0,0,0,0,0,50620
1414,34,46,0,0,0,0,9,0,0,0,0,50621
3047,30,0,0,8,0,1,0,0,0,10,0,50622
146,0,0,0,0,0,0,0,0,0,0,0,50623
1600,16,29,0,6,11,0,0,0,0,31,0,50624
883,24,1,0,0,0,0,0,0,0,16,3,50625
1498,43,1,0,0,0,0,0,0,0,0,0,50626
2483,139,0,0,75,0,112,28,0,0,0,0,50627
967,156,0,0,0,0,0,0,0,0,0,0,50628
1888,340,0,0,0,0,2,4,9,0,0,0,50629
1396,17,0,0,2,0,7,15,0,0,0,0,50630
228,18,0,0,0,0,0,0,0,0,0,0,50631
1252,27,0,0,0,3,4,0,0,0,2,0,50632
222,99,0,0,0,0,0,0,0,0,0,0,50633
741,17,3,2,0,0,0,0,0,0,0,0,50634
1227,36,14,0,4,3,0,0,0,0,0,0,50635
1832,38,22,0,0,74,0,0,0,0,18,0,50636
3070,104,6,0,17,0,0,0,0,0,29,0,50638
952,406,5,0,4,0,1,0,0,0,0,0,50641
482,10,0,0,0,0,0,0,0,0,0,0,50642
2906,20,46,0,15,0,2,0,0,0,0,0,50643
7927,295,132,0,0,0,6,0,0,0,0,0,50644
1211,123,54,0,2,0,0,0,0,0,0,0,50645
1948,29,4,0,0,0,0,0,0,0,1,0,50647
3929,61,0,0,0,0,1,0,0,0,11,0,50648
16,0,0,0,0,0,0,0,0,0,0,0,50649
587,36,3,0,3,0,14,3,9,0,1,0,50650
3286,101,12,6,0,0,4,0,0,0,79,0,50651
113,1,0,0,0,0,0,0,0,0,0,0,50652
486,7,0,0,0,0,0,0,0,0,0,0,50653
323,1,0,0,0,0,0,0,0,0,0,0,50654
737,19,0,0,0,0,0,0,0,0,0,0,50655
120,0,0,0,2,0,0,0,0,0,0,0,50657
1985,177,11,0,10,0,0,0,2,0,6,0,50658
5294,470,26,0,0,0,10,1,0,0,13,47,50659
1154,10,7,0,21,0,12,0,0,0,5,0,50660
5517,342,41,1,1,0,46,18,0,0,0,0,50662
126,4,0,0,0,0,0,0,0,0,0,0,50664
2457,82,3,0,60,0,6,0,0,0,37,0,50665
690,12,0,0,0,0,1,0,5,0,0,0,50666
748,53,0,0,0,0,0,0,0,0,0,0,50667
1106,21,0,0,4,0,2,0,0,0,13,0,50668
2237,38,0,0,0,0,5,0,0,0,3,12,50669
2173,109,27,0,7,0,0,0,0,0,0,0,50670
172,3,0,0,0,0,1,0,0,0,2,0,50671
396,19,0,0,0,0,0,0,0,0,0,0,50672
236,1,0,0,0,0,0,0,0,0,2,0,50673
3352,35,25,0,0,0,9,0,0,0,0,0,50674
1817,186,0,0,0,0,44,2,0,0,15,3,50675
1856,115,0,0,8,0,0,0,0,0,0,0,50676
11091,233,289,0,154,46,32,0,0,0,228,0,50677
1084,19,5,0,1,0,0,0,0,0,9,0,50680
401,15,14,0,9,0,0,0,0,0,0,0,50681
1605,22,4,0,0,0,0,0,1,0,0,0,50682
22707,1048,3595,184,582,23,33,0,114,27,318,29,50701
14321,729,2452,101,925,83,162,51,281,49,554,28,50702
10126,652,4827,221,170,0,61,16,125,0,646,84,50703
5721,273,710,9,14,0,0,0,0,0,153,65,50707
7875,616,18,0,76,0,0,0,12,0,18,0,50801
1658,63,22,0,0,0,1,0,0,0,98,23,50830
28,1,0,0,0,0,0,0,0,0,0,0,50831
1887,125,0,0,0,0,0,0,0,0,26,0,50833
44,17,0,0,0,0,0,0,0,0,0,0,50835
288,16,0,0,0,0,0,0,0,0,0,0,50836
342,0,0,0,0,0,0,0,0,0,0,0,50837
57,2,0,0,0,0,0,0,0,0,0,0,50839
558,8,0,0,0,0,0,0,0,0,11,0,50840
2152,44,5,4,0,0,16,0,0,0,18,0,50841
69,0,0,0,0,0,0,0,0,0,2,0,50842
450,18,0,0,0,0,0,0,0,0,0,0,50843
536,74,0,0,0,0,0,0,0,0,0,0,50845
1040,37,6,0,9,0,0,0,0,0,0,0,50846
61,0,0,0,0,0,0,0,0,0,0,0,50847
288,1,0,0,0,0,0,0,0,0,0,0,50848
2188,41,38,0,0,0,0,0,0,0,15,8,50849
1696,88,0,0,0,0,17,0,0,0,153,0,50851
570,70,0,0,0,5,0,0,0,0,27,0,50853
2024,183,0,0,0,0,0,0,0,0,92,0,50854
154,5,0,0,0,0,0,0,0,0,0,0,50857
741,16,0,0,0,0,0,0,0,0,26,0,50858
724,62,0,0,0,0,0,0,0,0,1,31,50859
138,18,0,0,0,0,0,0,0,0,0,0,50860
276,33,0,0,0,0,0,0,0,0,0,0,50861
97,1,0,0,0,0,0,0,0,0,1,0,50862
192,2,0,0,0,0,0,0,0,0,0,0,50863
1520,45,0,0,0,0,11,0,0,0,44,0,50864
2063,135,3,0,0,0,65,0,0,0,0,0,51001
2070,139,131,0,244,0,0,0,1,9,101,12,51002
1681,23,2,2,15,0,0,0,0,0,3,0,51003
773,31,0,0,0,0,0,0,0,0,17,0,51004
1249,37,0,0,0,0,0,0,0,0,63,0,51005
1075,70,0,0,7,0,0,0,0,0,0,0,51006
539,23,0,0,0,0,1,0,0,0,0,0,51007
141,1,0,0,1,0,0,0,0,0,17,0,51008
153,2,0,0,0,0,0,0,0,0,10,0,51009
391,14,0,0,0,0,0,0,0,0,0,0,51010
77,0,0,0,0,0,0,0,0,0,0,0,51011
5629,298,14,0,0,0,0,0,0,0,45,0,51012
478,4,1,0,0,0,0,0,0,0,34,0,51014
71,0,0,0,0,0,0,0,0,0,0,0,51015
861,49,0,0,9,0,0,0,0,0,4,0,51016
493,93,0,0,0,0,0,0,0,0,0,0,51018
531,23,0,0,0,0,0,0,0,0,0,0,51019
475,54,1,0,0,0,0,0,0,0,6,6,51020
960,24,0,0,0,0,0,1,0,0,0,2,51022
2432,274,5,0,0,0,43,30,0,0,145,89,51023
1899,81,7,0,2,0,0,0,0,0,5,0,51024
1721,43,38,4,8,0,0,0,0,0,6,0,51025
985,26,0,0,0,0,2,0,0,0,24,0,51026
1303,81,0,0,0,0,0,0,0,0,23,13,51027
1837,68,36,0,17,0,0,0,0,0,19,0,51028
248,12,0,0,1,0,0,0,0,0,0,5,51029
1563,3,0,0,5,0,0,0,0,0,6,0,51030
10831,454,300,83,20,0,18,0,49,48,182,169,51031
368,42,0,0,0,0,0,8,0,0,12,23,51033
1529,36,0,0,0,0,0,0,0,0,0,0,51034
1268,68,143,0,0,0,0,0,0,0,15,0,51035
651,7,0,0,0,0,0,0,0,0,7,0,51036
280,9,0,0,0,0,0,0,0,0,0,0,51037
1590,45,11,0,28,0,30,0,0,0,0,25,51038
2462,74,19,0,22,0,0,2,0,0,3,0,51039
3067,169,0,0,0,0,0,0,10,10,0,0,51040
6417,88,49,0,18,2,18,0,0,0,93,0,51041
208,0,0,0,0,0,0,0,0,0,0,0,51044
109,0,0,0,0,0,0,0,0,0,4,0,51045
1360,58,2,0,7,3,0,0,0,0,0,0,51046
613,11,1,0,0,0,3,0,0,0,28,0,51047
436,64,0,0,0,0,0,0,0,0,3,0,51048
452,25,0,0,0,0,0,0,0,0,0,0,51049
2669,129,7,0,24,0,0,0,0,0,0,59,51050
40,1,0,0,0,0,0,0,0,0,0,0,51051
923,59,0,0,3,0,6,0,0,0,5,0,51052
959,12,0,0,0,0,0,0,0,42,21,38,51053
4676,185,6,0,219,0,9,12,0,0,27,0,51054
1084,60,0,0,0,0,48,28,0,0,9,0,51055
439,8,0,0,0,0,16,0,0,0,0,0,51056
825,33,0,0,1,0,0,0,0,0,0,0,51058
545,11,0,0,0,0,0,0,0,0,0,0,51060
298,20,0,0,7,0,0,0,0,0,0,0,51061
322,12,0,0,0,0,4,0,0,0,5,0,51062
854,48,17,0,0,0,56,0,0,0,4,0,51063
404,82,50,0,73,0,0,0,202,0,0,0,51101
10060,547,477,10,660,32,563,203,0,0,1230,266,51103
15725,863,1009,123,834,55,340,80,93,0,550,55,51104
5342,672,1109,220,207,21,376,24,154,3,234,20,51105
22730,649,1323,44,292,18,124,0,17,120,477,105,51106
4272,150,17,0,41,0,8,0,0,0,148,207,51108
2930,181,11,0,14,0,5,0,0,0,65,0,51109
124,0,0,0,0,0,0,0,0,0,0,0,51111
5274,96,123,7,58,0,19,0,0,0,158,22,51201
555,5,5,0,2,0,0,0,0,0,4,0,51230
503,118,0,0,0,0,0,0,0,0,0,0,51231
735,31,0,0,0,0,0,0,0,0,0,0,51232
1083,44,9,0,12,0,0,0,0,0,21,5,51234
886,106,0,0,0,0,0,0,0,0,12,0,51235
1501,49,0,0,0,0,6,0,28,7,11,0,51237
1197,51,17,0,0,0,5,0,0,0,68,23,51238
2655,89,6,0,0,0,0,0,0,0,176,21,51239
1476,68,0,0,17,0,3,0,0,0,15,0,51240
2119,52,8,4,3,0,7,0,0,0,1,0,51241
288,7,0,0,2,0,0,0,0,0,10,6,51242
560,21,3,0,0,2,0,0,0,0,7,14,51243
140,1,1,0,0,0,0,0,0,0,0,0,51244
954,17,39,0,24,3,0,0,0,0,0,0,51245
3622,107,0,0,14,0,4,0,0,0,4,27,51246
3914,140,0,0,0,0,0,0,6,0,121,22,51247
1583,8,20,5,4,0,0,0,0,0,0,0,51248
2829,180,26,0,62,0,16,0,0,0,65,25,51249
8392,322,71,0,109,0,0,4,0,0,542,0,51250
10900,456,63,0,49,0,19,0,0,0,43,68,51301
972,29,0,0,0,0,0,0,0,0,0,0,51331
352,32,0,0,0,0,0,0,0,0,4,4,51333
5413,351,277,1,5,11,11,0,8,0,177,0,51334
891,14,0,0,7,0,2,0,0,0,5,0,51338
87,0,1,0,0,0,2,0,0,0,0,0,51340
39,0,0,0,0,0,0,0,0,0,0,0,51341
1063,56,102,10,0,0,0,0,0,0,3,0,51342
274,2,0,0,0,0,0,0,0,0,0,0,51343
310,23,0,0,0,0,1,0,0,0,0,0,51345
1922,64,18,0,0,0,17,0,0,0,31,10,51346
1471,66,0,0,20,0,3,0,0,0,0,0,51347
407,32,0,0,4,0,0,0,0,0,0,0,51350
4284,245,0,0,3,0,1,0,0,0,57,0,51351
948,38,10,0,19,0,1,2,0,0,2,10,51354
784,21,1,0,35,0,0,0,0,0,0,0,51355
695,39,7,0,0,0,0,0,0,0,0,0,51357
1078,28,0,0,9,0,0,0,0,0,14,0,51358
7591,246,0,0,12,112,4,0,0,0,34,0,51360
143,0,0,0,0,0,0,0,0,0,0,0,51363
642,32,9,0,0,0,0,0,0,0,0,0,51364
330,1,0,0,0,0,12,0,0,0,5,0,51365
285,17,0,0,0,0,0,0,0,0,0,0,51366
10867,309,172,31,67,0,49,0,0,0,77,21,51401
1073,32,24,0,0,0,0,0,0,0,0,0,51430
388,9,0,0,0,0,4,0,0,0,30,0,51431
34,0,0,0,0,0,0,0,0,0,0,0,51432
556,45,0,3,0,0,0,0,0,0,0,0,51433
964,16,0,0,0,0,0,0,0,0,0,0,51436
701,41,0,0,10,0,2,0,0,0,0,0,51439
283,2,0,0,0,0,0,0,0,0,0,0,51440
328,25,0,0,0,0,0,4,0,0,3,0,51441
5756,534,336,7,245,82,11,0,0,0,846,238,51442
1249,42,0,0,21,0,15,0,0,0,5,0,51443
321,12,0,0,0,0,0,0,0,0,0,0,51444
2331,80,0,0,6,0,0,0,0,0,29,0,51445
442,24,0,0,0,0,0,0,0,0,2,1,51446
147,4,0,0,0,0,0,0,0,0,0,0,51447
607,6,1,0,0,0,0,0,0,0,0,0,51448
1785,30,2,0,0,0,0,0,0,0,28,8,51449
1344,53,0,0,0,0,0,0,0,0,0,0,51450
52,6,0,0,0,0,0,0,0,0,0,0,51451
151,10,8,0,0,0,0,0,0,0,0,0,51452
499,1,0,0,0,0,9,0,0,0,0,0,51453
1283,44,3,0,0,0,0,0,0,0,4,0,51454
2008,38,0,0,1,0,0,0,0,0,73,0,51455
1065,33,0,0,4,0,0,0,0,0,0,0,51458
52,7,0,0,0,0,0,0,0,0,0,0,51459
58,0,0,0,0,0,0,0,0,0,0,1,51460
896,42,13,0,29,3,0,0,0,0,23,32,51461
866,32,0,0,8,0,0,0,0,0,0,0,51462
471,11,0,0,0,0,0,0,0,0,0,0,51463
598,13,1,0,0,0,0,0,0,0,64,26,51465
1170,51,0,0,0,0,0,0,0,0,11,0,51466
495,1,0,0,0,0,0,0,0,0,11,0,51467
27806,2011,483,166,633,11,88,20,31,0,1019,123,51501
33002,1057,621,34,143,0,23,30,27,0,229,45,51503
2751,267,22,0,21,0,19,12,0,0,133,0,51510
193,0,17,0,0,0,0,0,0,0,0,3,51520
1748,51,0,0,0,3,6,0,0,0,6,0,51521
348,17,0,0,0,0,0,0,0,0,0,0,51523
949,26,0,0,0,0,2,0,0,0,0,0,51525
1525,33,0,0,0,0,0,0,0,0,0,0,51526
349,35,0,0,0,0,0,0,0,0,8,0,51527
545,50,0,0,0,0,7,0,0,0,1,6,51528
1871,30,24,0,5,0,0,0,0,0,0,0,51529
570,5,3,0,0,0,0,0,0,0,0,0,51530
630,40,0,0,0,0,0,0,0,0,22,13,51531
653,22,0,0,0,0,10,0,0,0,0,0,51532
789,10,0,0,3,0,0,0,0,0,0,0,51533
8602,267,18,0,62,0,9,0,0,0,21,0,51534
1561,46,0,0,0,0,0,0,0,0,22,0,51535
378,11,6,0,0,0,2,0,0,0,5,1,51536
6050,196,25,80,0,0,3,1,0,0,120,0,51537
278,0,0,0,8,0,0,0,0,0,0,0,51540
432,57,0,0,0,0,0,0,0,0,0,0,51541
848,80,0,0,0,0,0,0,0,0,0,0,51542
373,8,0,0,0,0,0,0,0,0,0,0,51543
716,5,0,0,0,0,0,0,0,0,0,0,51544
237,16,11,0,0,0,1,0,0,0,3,0,51545
2808,159,0,0,0,0,0,0,0,0,23,0,51546
474,24,0,0,0,0,0,0,0,0,0,0,51548
358,6,0,0,0,0,0,0,0,0,0,0,51549
119,15,0,0,0,0,0,0,0,0,0,0,51550
1480,47,3,0,5,0,9,0,0,0,0,0,51551
195,7,0,0,0,0,0,0,0,0,0,0,51552
1019,36,0,0,14,0,0,0,0,0,2,0,51553
79,9,0,0,0,0,0,0,0,0,0,0,51554
4343,101,0,0,9,0,21,0,0,0,4,0,51555
330,19,0,0,7,0,0,0,0,0,0,0,51556
812,11,0,0,0,0,0,0,0,0,2,0,51557
582,54,0,0,0,0,0,0,0,0,0,0,51558
1896,45,8,0,0,0,0,0,0,0,8,0,51559
1509,132,0,1,0,0,5,0,26,6,90,0,51560
774,17,0,0,10,0,0,0,0,0,0,0,51561
474,2,0,0,0,0,2,0,0,0,4,2,51562
618,108,0,0,0,0,0,0,0,0,0,0,51563
445,33,0,0,0,0,0,0,0,0,0,0,51564
506,8,0,0,0,0,0,0,0,0,0,0,51565
5963,157,30,0,39,0,172,0,25,0,54,0,51566
904,48,0,0,0,0,0,0,0,0,0,0,51570
710,8,16,0,15,0,0,0,0,0,0,0,51571
433,16,0,0,0,0,4,0,0,0,1,0,51572
1011,9,4,0,0,0,7,0,0,0,10,0,51573
1598,13,0,0,0,0,0,0,0,0,0,0,51575
1795,22,20,0,0,0,4,0,0,0,0,0,51576
921,58,15,0,0,0,0,0,0,0,2,0,51577
130,12,0,0,0,0,0,0,0,0,0,0,51578
1921,59,0,0,24,0,4,0,4,0,9,0,51579
4891,258,45,0,0,0,0,24,2,0,0,0,51601
127,21,0,0,0,0,0,0,0,0,0,0,51630
311,0,14,0,0,0,4,0,0,0,0,0,51631
5292,314,1,0,115,0,8,9,0,0,38,0,51632
438,18,0,0,0,0,0,0,0,0,0,0,51636
158,55,0,0,0,0,0,0,0,0,0,0,51637
1245,36,0,0,0,0,17,0,0,0,0,0,51638
685,7,0,0,0,0,0,0,0,0,0,0,51639
1382,53,0,0,0,0,0,0,0,0,5,8,51640
240,0,0,0,0,0,0,0,0,0,0,0,51645
683,72,0,0,0,0,0,0,0,0,8,17,51646
233,0,0,0,0,0,0,0,0,0,0,0,51647
271,0,0,0,0,0,0,0,0,0,0,0,51648
373,7,28,0,0,0,0,0,0,0,2,0,51649
199,46,0,0,0,0,0,0,0,0,0,0,51650
123,8,0,0,0,0,0,0,0,0,0,0,51651
